JUPAS Code,Institution,Name (EN),Name (ZH),Formula 2025,Weights 2025 (Raw),Min Chi,Min Eng,Min Math,Min CSD,2025 Median,2025 LQ,2025 UQ
JS3007,PolyU,Bachelor’s Degree Scheme in Humanities,人文學科組合學士課程,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=10, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=7, CatC); Diploma of Spanish as a Foreign Language (W=7, CatC); French # (W=7, CatC); German # (W=7, CatC); Goethe-Certificate (W=7, CatC); Hindi # (W=7, CatC); Japanese # (W=7, CatC); Japanese-Language Proficiency Test (W=7, CatC); Spanish # (W=7, CatC); Test of Proficiency in Korean II (W=7, CatC); Urdu # (W=7, CatC)",3,3,2,A,,179.0,
JS3008,PolyU,Bachelor’s Degree Scheme in Science,理學組合學士課程,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=10, CatA); Business, Accounting and Financial Studies (Accounting) (W=10, CatA); Business, Accounting and Financial Studies (Business Management) (W=10, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=10, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=10, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Environmental Engineering (W=5, CatC); Exercise Science and Health Fitness (W=5, CatC); Food Innovation And Science (W=5, CatC); Foundation in Chinese Medicine (W=5, CatC); Fundamental Health Care (W=5, CatC); Health Care Practice (W=5, CatC); Hotel Operations (W=5, CatC); Medical Laboratory Science (W=7, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,205.0,
JS3011,PolyU,BSc (Hons) Scheme in Biotechnology and Chemical Technology,生物科技及化學科技(榮譽)理學士組合課程,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=7, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Environmental Engineering (W=5, CatC); Exercise Science and Health Fitness (W=5, CatC); Fundamental Health Care (W=5, CatC); Health Care Practice (W=5, CatC); Medical Laboratory Science (W=7, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,203.5,
JS3030,PolyU,BSc (Hons) in Physics with a Secondary Major in Artificial Intelligence & Data Analytics (AIDA) / Innovation and Entrepreneurship (IE),物理學(榮譽)理學士副主修人工智能及數據分析 / 創新及創業,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=10, CatA); Business, Accounting and Financial Studies (Accounting) (W=10, CatA); Business, Accounting and Financial Studies (Business Management) (W=10, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=10, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=10, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,205.0,
JS3050,PolyU,BA (Hons) Scheme in Fashion (Fashion Design / Knitwear Design / Contour Fashion and Activewear / Fashion Business / Fashion Innovation and Technology),時裝(榮譽)文學士組合課程 (時裝設計 / 針織時裝設計 / 內衣及運動服裝 / 時裝商務 / 時裝創新及科技),Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=10, CatA); Business, Accounting and Financial Studies (Accounting) (W=10, CatA); Business, Accounting and Financial Studies (Business Management) (W=10, CatA); Chemistry (W=10, CatA); Chinese History (W=10, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=10, CatA); English Language (W=7, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=10, CatA); Health Management and Social Care (W=5, CatA); History (W=10, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=5, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=10, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=10, CatA); Accounting for E-business (W=5, CatC); Accounting in Practice (W=5, CatC); AI in Business (W=5, CatC); Applied Business Research (W=7, CatC); Applied Japanese and Japanese Culture (W=5, CatC); Applied Psychology (W=5, CatC); Computer Game and Animation Design (W=5, CatC); Creative Advertising (W=5, CatC); Data Application for Business (W=7, CatC); Digital Brand Communication (W=5, CatC); Digital Comic Design And Production (W=5, CatC); Display and Jewellery Design (W=7, CatC); Entrepreneurship for SME (W=5, CatC); Environmental Engineering (W=5, CatC); Everyday Japanese and Japanese Culture (W=5, CatC); Exercise and Fitness Coaching (W=5, CatC); Exercise Science and Health Fitness (W=5, CatC); Exploring Psychology (W=5, CatC); Fashion Image Design (W=7, CatC); Film and Transmedia (W=5, CatC); Film and Video (W=5, CatC); Fundamental Cosmetology (W=5, CatC); Fundamental Health Care (W=5, CatC); Health and Beauty Keeping in TCM (W=5, CatC); Health Care Practice (W=5, CatC)",3,3,2,A,,164.0,
JS3060,PolyU,BBA (Hons) Scheme in Accounting and Finance (Accountancy / Accounting and Finance / Digital Finance and Investment),會計及金融(榮譽)工商管理學士組合課程 (會計學 / 會計及金融 / 數碼金融及投資學),Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=5, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=5, CatA); History (W=7, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,185.0,
JS3070,PolyU,"BBA (Hons) Scheme in Global Business and Logistics, Aviation, Maritime, and Supply Chain Management",環球商業及物流、航空、航運及供應鏈管理(榮譽)工商管理學士組合課程,Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=5, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=5, CatA); History (W=7, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,175.0,
JS3080,PolyU,BBA (Hons) Scheme in Management and Marketing (Management / Marketing),管理及市場學(榮譽)工商管理學士組合課程 (管理學 / 市場學),Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=5, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=5, CatA); History (W=7, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,179.0,
JS3130,PolyU,BSc (Hons) Scheme in Spatial Data Science and Smart Cities (Land Surveying and Geo-Informatics / Urban Informatics and Smart Cities),空間數據科學及智慧城市(榮譽)理學士組合課程 (土地測量及地理資訊學 / 城市信息學及智慧城市),Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=10, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=10, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=7, CatA); Physical Education (W=7, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=7, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,203.0,
JS3140,PolyU,BEng (Hons) Scheme in Aviation Engineering (Aeronautical Engineering / Air Transport Engineering),航空工程學(榮譽)工學士組合課程 (航空工程學 / 民航工程學),Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=7, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,205.0,
JS3150,PolyU,BSc (Hons) in Biomedical Engineering,生物醫學工程(榮譽)理學士,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=5, CatA); Economics (W=5, CatA); English Language (W=7, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=5, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); AI and Robotics (W=5, CatC); Computer Game and Animation Design (W=5, CatC); Electrical and Energy Engineering (W=5, CatC); Electronic Product Design in Action (W=5, CatC); Esports Technology (W=5, CatC); Exercise and Fitness Coaching (W=5, CatC); Exercise Science and Health Fitness (W=5, CatC); Fundamental Health Care (W=5, CatC); Health Care Practice (W=5, CatC); Innovative Product Design (W=5, CatC); Internet of Everything Application (W=5, CatC); Medical Laboratory Science (W=5, CatC); Mobile and Online Apps Development (W=5, CatC); Rehabilitation Care Practice (W=5, CatC); Sports Coaching and Management (W=5, CatC); Tech Basics (W=5, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC)",3,3,2,A,,213.5,
JS3160,PolyU,BSc (Hons) in Sports Science and Technology,體育科技(榮譽)理學士,Any Best 5 Subjects,"Biology (x10.0), Business, Accounting and Financial Studies (x5.0), Business, Accounting and Financial Studies (Accounting) (x5.0), Business, Accounting and Financial Studies (Business Management) (x5.0), Chemistry (x10.0), Chinese History (x5.0), Chinese Language (x7.0), Chinese Literature (x5.0), Combined Science: Biology + Chemistry (x10.0), Combined Science: Biology + Physics (x10.0), Combined Science: Physics + Chemistry (x10.0), Design and Applied Technology (x10.0), Economics (x5.0), English Language (x7.0), Ethics and Religious Studies (x5.0), Geography (x5.0), Health Management and Social Care (x5.0), History (x5.0), Information and Communication Technology (x10.0), Integrated Science (x5.0), Literature in English (x5.0), Mathematics (Compulsory Part) (x10.0), Mathematics (Extended part - Algebra and Calculus) (x10.0), Mathematics (Extended part - Calculus and Statistics) (x10.0), Music (x5.0), Physical Education (x7.0), Physics (x10.0), Technology and Living (Fashion, Clothing and Textiles) (x5.0), Technology and Living (Food Science and Technology) (x5.0), Tourism and Hospitality Studies (x5.0), Visual Arts (x5.0), AI and Robotics (x5.0), Computer Game and Animation Design (x5.0), Electrical and Energy Engineering (x5.0), Electronic Product Design in Action (x5.0), Esports Technology and Management (x5.0), Exercise and Fitness Coaching (x5.0), Exercise Science and Health Fitness (x5.0), Foundation in Chinese Medicine (x5.0), Fundamental Health Care (x5.0), Gerontech and Services (x5.0), Health Care Practice (x5.0), Innovation and Entrepreneurship (x5.0), Innovative Product Design (x5.0), Internet of Everything Application (x5.0), Medical Laboratory Science (x5.0), Mobile and Online Apps Development (x5.0), Rehabilitation Care Practice (x5.0), Sports Coaching and Management (x5.0), Tech Basics (x5.0), French: Advanced Diploma of French Language Studies / Diploma of French Language Studies (x5.0), German: Goethe-Certificate (x5.0), Japanese: Japanese-Language Proficiency Test (x5.0), Korean: Test of Proficiency in Korean II (x5.0), Spanish: Diploma of Spanish as a Foreign Language (x5.0), Urdu: Urdu (International) (x5.0)",3,3,2,A,,,
JS3170,PolyU,BEng (Hons) Scheme in Electrical Engineering (Electrical Engineering / Transportation Systems Engineering),電機工程學(榮譽)工學士組合課程 (電機工程學 / 運輸系統工程學),Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=5, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,210.0,
JS3180,PolyU,BEng (Hons)/BSc (Hons) Scheme in Information and Artificial Intelligence Engineering (Internet-of-Things / Artificial Intelligence / Information Security),資訊及人工智能工程學(榮譽)工學士/理學士組合課程 (物聯網 / 人工智能 / 資訊安全),Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=5, CatA); Business, Accounting and Financial Studies (Accounting) (W=5, CatA); Business, Accounting and Financial Studies (Business Management) (W=5, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=5, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=5, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=7, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); AI and Robotics (W=10, CatC); AI in Business (W=7, CatC); Computer Forensic Technology (W=10, CatC); Constructing Smart Cities (W=10, CatC); Data Application for Business (W=7, CatC); Electrical and Energy Engineering (W=10, CatC); Electronic Product Design in Action (W=10, CatC); Internet of Everything Application (W=10, CatC); Mobile and Online Apps Development (W=10, CatC); Tech Basics (W=10, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,210.0,
