JUPAS Code,Institution,Name (EN),Name (ZH),Formula 2025,Weights 2025 (Raw),Min Chi,Min Eng,Min Math,Min CSD,2025 Median,2025 LQ,2025 UQ
JS5822,HKUST,BSc in Sustainable and Green Finance,理學士（可持續發展及綠色金融）,Better of Best 3 other subjectsORBest of Chemistry / Economics / Physics / M1 / M2 x 1.5 + Best 2 other subjects,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,37.88,37.13,
JS5901,HKUST,BEng/BSc & BBA Dual Degree Program in Technology & Management,科技及管理學雙學位課程,"other subjects ~, * Weighting: Biology / Chemistry / Physics / Combined Science (x 2), ICT (x 1), ~ Weighting: M1 / M2 (x 1.5), other subjects (x 1)","English Language (x2.0), Mathematics (Compulsory Part) (x2.0)",3,4,3,A,62.48,60.23,
JS7101,LingnanU,Bachelor of Arts (Honours) in Chinese (Features: Chinese Language & Literature/Creative Writing/Digital Literature),中文(榮譽)文學士(課程特色: 中國語言與文學/創意寫作/數字人文),Best 5,"Chinese Language (x1.5), English Language (x1.5), Chinese History / Chinese Literature (x1.5)",3,3,2,A,25.845,25.27,
JS7133,LingnanU,Bachelor of Arts (Honours) in Animation and Digital Arts (Concentrations: Digital Animation/Arts & Technology),動畫及數碼藝術(榮譽)文學士(專修: 數碼動畫/藝術與科技),Best 5,"Chinese Language (x1.5), English Language (x1.5), Information and Communication Technology (x1.5), Visual Arts (x1.5)",3,3,2,A,24.0,23.5,
JS7204,LingnanU,Bachelor of Arts (Honours) in Translation (Concentrations: Cross-cultural Communication/Digital Corporate Communication),翻譯(榮譽)文學士 (專修: 跨文化傳意/數碼企業傳訊),Best 5,"Chinese Language (x1.5), English Language (x2.0), Chinese Literature (x1.5), Literature in English (x1.5)",3,3,2,A,25.125,24.5,
JS7503,LingnanU,Bachelor of Arts (Honours) in English Studies (Optional Concentrations: Literature/Linguistics),英語語言文學課程(榮譽)文學士 (可選專修: 文學/語言學),Best 5,"Chinese Language (x1.5), English Language (x2.5), Literature in English (x1.5)",3,3,2,A,27.05,26.2,
JS7606,LingnanU,"Bachelor of Arts (Honours) in Cultural Studies (Optional Concentrations: Digital Culture & Media Practices/Cultural Commons, Social Innovation & Creativity)",文化研究(榮譽)文學士 (可選專修: 數碼文化與媒體實踐/文化共享、社會創新與創造力),Best 5,"Chinese Language (x1.5), English Language (x2.0)",3,3,2,A,25.15,24.15,
JS7709,LingnanU,Bachelor of Arts (Honours) in History (Optional Concentrations: Asian History/Global History),歷史(榮譽)文學士 (可選專修: 亞洲史/全球史),Best 5,"Chinese Language (x1.5), English Language (x2.0), Chinese History (x1.2), History (x1.2)",3,3,2,A,26.2,26.0,
JS7802,LingnanU,Bachelor of Arts (Honours) in Philosophy (Features: Ethics/Philosophy of AI/Logic),哲學(榮譽)文學士 (課程特色:價值論/人工智能哲學/思考方法),Best 5,"Chinese Language (x1.5), English Language (x2.0), Mathematics (Compulsory Part) (x1.5)",3,3,2,A,26.0,25.0,
JS7905,LingnanU,Bachelor of Arts (Honours) in Film and Visual Arts (Features: Film Studies/Global Media/Art History/Museum Studies),電影與視覺藝術(榮譽)文學士(課程特色: 電影研究/環球媒體/藝術史/博物館學),Best 5,"Chinese Language (x2.0), English Language (x2.0), Information and Communication Technology (x1.5), Visual Arts (x1.5)",3,3,2,A,28.0,27.0,
JS7211,LingnanU,Bachelor of Business Administration (Honours)-Accounting and Corporate Governance (Concentrations: Professional Accounting/Corporate Governance)(Features: Enhancement Programme/Industry Internship),工商管理(榮譽)學士-會計與企業管治 (專修: 專業會計/企業管治)(課程特色:學生精進計劃/業內實習),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Business, Accounting and Financial Studies (x1.5)",3,3,2,A,27.05,27.0,
JS7212,LingnanU,Bachelor of Business Administration (Honours)-Business Analytics & Innovation (Features: e-Business/Information Systems/Operations Management/Data Science/Artificial Intelligence),工商管理(榮譽)學士-商業分析與創新 (課程特色: 電子商務/信息系統/運營管理/數據科學/人工智能),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Information and Communication Technology (x1.5)",3,3,2,A,27.0,25.05,
JS7213,LingnanU,"Bachelor of Business Administration (Honours)-Finance(Features:CFA Student Scholarship/Diverse Electives: Investment,Corporate Finance,FinTech)",工商管理(榮譽)學士-金融(課程特色: 特許金融分析師協會學生獎學金/多元選修科目: 投資學、公司財務、金融科技),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Business, Accounting and Financial Studies (x1.5), Economics (x1.5), Information and Communication Technology (x1.5)",3,3,2,A,28.75,27.0,
JS7214,LingnanU,Bachelor of Business Administration (Honours)-Management and Analytics (Concentration:Global Business Management & Analytics/Human Resource Management & Analytics)(Feature:Professional Membership),工商管理(榮譽)學士-管理與分析 (專修:環球商業管理與分析/人力資源管理與分析)(課程特色:專業會員資格/實習與導師計劃),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Business, Accounting and Financial Studies (x1.5), Economics (x1.5), Information and Communication Technology (x1.5)",3,3,2,A,28.5,26.5,
JS7215,LingnanU,Bachelor of Business Administration (Honours)-Marketing and Social Media(Features: Integrated Marketing/Social Media & Digital Marketing/Consumer Behaviour & Marketing Research),工商管理(榮譽)學士-市場學及社交媒體 (課程特色: 綜合行銷/社交媒體與數字行銷/消費者行為與市場調研),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Business, Accounting and Financial Studies (x1.5), Economics (x1.5), Information and Communication Technology (x1.5)",3,3,2,A,28.5,27.05,
JS7216,LingnanU,Bachelor of Business Administration (Honours) in Risk and Insurance Management (Optional Concentration: Insurance Technology)(Features: Globally Recognised Qualifications/Exclusive Mentorship),工商管理(榮譽)學士-風險及保險管理(可選專修: 保險科技)(課程特色: 專業國際資格認證/專屬師友計劃),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x2.0), Mathematics Extended Part Module 2 (Algebra & Calculus) (x2.0), Economics (x1.5), Information and Communication Technology (x1.5)",3,3,2,A,27.0,26.0,
JS7301,LingnanU,Bachelor of Social Sciences (Honours)-Economics (Optional Concentration: Global Economics & Banking),社會科學(榮譽)學士-經濟學 (可選專修: 環球經濟與銀行),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Economics (x1.5)",3,3,2,A,26.4,26.0,
JS7302,LingnanU,Bachelor of Social Sciences (Honours) - Government and International Affairs,社會科學(榮譽)學士 - 政府與國際事務學,Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Chinese History (x1.5), Geography (x1.5), History (x1.5)",3,3,2,A,28.0,26.9,
JS7303,LingnanU,Bachelor of Social Sciences (Honours)-Psychology (Optional Concentrations: Counselling Psychology/Industrial & Organisational Psychology),社會科學(榮譽)學士-心理學 (可選專修: 輔導心理學/工業與組織心理學),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5)",3,3,2,A,25.0,24.5,
JS7304,LingnanU,Bachelor of Social Sciences (Honours)-Sociology (Optional Concentration: Social Innovation & Social Studies),社會科學(榮譽)學士-社會學 (可選專修: 社會創新與社會研究),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5)",3,3,2,A,25.0,24.5,
JS7305,LingnanU,Bachelor of Social Sciences (Honours) - Health and Social Services Management,社會科學(榮譽)學士 - 健康及社會服務管理,Best 5,"English Language (x1.5), Ethics and Religious Studies (x1.5), Health Management and Social Care (x1.5)",3,3,2,A,21.5,21.0,
JS7306,LingnanU,Bachelor of Social Sciences (Honours)-Social and Public Policy Studies (Optional Concentration: Smart Cities & Digital Society),社會科學(榮譽)學士-社會與公共政策研究 (可選專修: 智慧城市與數碼社會),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5)",3,3,2,A,24.0,23.9,
JS7307,LingnanU,Bachelor of Social Sciences (Honours)-Social Data Science (Concentrations: Economics/Government and International Affairs/Psychology/Sociology),社會科學(榮譽)學士-社會數據科學 (專修: 經濟學/政府與國際事務學 /心理學/社會學),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Information and Communication Technology (x1.5)",3,3,2,A,24.25,23.0,
JS7225,LingnanU,Bachelor of Science (Honours) in Data Science (Features: Big Data Analytics/Deep Learning/Generative AI),數據科學(榮譽)理學士 (課程特色：大數據分析/深度學習/生成式人工智能),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x2.0), Mathematics Extended Part Module 1 (Calculus & Statistics) (x2.0), Mathematics Extended Part Module 2 (Algebra & Calculus) (x2.0), Chemistry (x2.0), Information and Communication Technology (x2.0), Physics (x1.25)",3,3,2,A,31.365,30.17,
JS7123,LingnanU,Bachelor of Liberal Arts (Hons) in Global Development and Sustainability (Concentrations: Policy & Institutions/Culture & Community/Business & Economy/Human-Environment Interactions),環球可持續發展(榮譽)博雅學士(專修: 政策和機構/文化及社區/商業及經濟/人類與環境的互動),Best 5,"English Language (x2.0), Mathematics (Compulsory Part) (x1.5), Mathematics Extended Part Module 1 (Calculus & Statistics) (x1.5), Mathematics Extended Part Module 2 (Algebra & Calculus) (x1.5), Biology (x1.25), Business, Accounting and Financial Studies (x1.25), Chemistry (x1.25), Design and Applied Technology (x1.25), Economics (x1.25), Geography (x1.5), Health Management and Social Care (x1.25), Information and Communication Technology (x1.25), Physics (x1.25), Technology and Living (x1.25), Tourism and Hospitality Studies (x1.25)",3,3,2,A,26.96,26.07,
JS3000,PolyU,Bachelor’s Degree Scheme in Interdisciplinary Studies,跨學科組合學士課程,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=7, CatA); Ethics and Religious Studies (W=7, CatA); Geography (W=7, CatA); Health Management and Social Care (W=7, CatA); History (W=7, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=7, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=7, CatA); Physical Education (W=7, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=7, CatA); Technology and Living (Food Science and Technology) (W=7, CatA); Tourism and Hospitality Studies (W=7, CatA); Visual Arts (W=7, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=7, CatC); Diploma of Spanish as a Foreign Language (W=7, CatC); French # (W=7, CatC); German # (W=7, CatC); Goethe-Certificate (W=7, CatC); Hindi # (W=7, CatC); Japanese # (W=7, CatC); Japanese-Language Proficiency Test (W=7, CatC); Spanish # (W=7, CatC); Test of Proficiency in Korean II (W=7, CatC); Urdu # (W=7, CatC)",3,3,2,A,,,
JS3003,PolyU,Bachelor’s Degree Scheme in Business Administration,工商管理組合學士課程,Any Best 5 Subjects,"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=7, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=7, CatA); Combined Science: Physics + Chemistry (W=7, CatA); Design and Applied Technology (W=5, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=5, CatA); History (W=7, CatA); Information and Communication Technology (W=5, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=7, CatA); Mathematics (Extended part - Calculus and Statistics) (W=7, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=7, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,177.0,
JS3004,PolyU,Bachelor’s Degree Scheme in Construction and Environment,建設及環境組合學士課程,Any Best 5 Subjects (plus an additional bonus score for the 6th subject with Level 3 or above),"Biology (W=7, CatA); Business, Accounting and Financial Studies (W=7, CatA); Business, Accounting and Financial Studies (Accounting) (W=7, CatA); Business, Accounting and Financial Studies (Business Management) (W=7, CatA); Chemistry (W=7, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=5, CatA); Combined Science: Biology + Chemistry (W=7, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=7, CatA); Economics (W=7, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=10, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=7, CatA); Integrated Science (W=10, CatA); Literature in English (W=5, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,181.0,
JS3005,PolyU,Bachelor’s Degree Scheme in Engineering,工程學科組合學士課程,Any Best 5 Subjects,"Biology (W=10, CatA); Business, Accounting and Financial Studies (W=10, CatA); Business, Accounting and Financial Studies (Accounting) (W=10, CatA); Business, Accounting and Financial Studies (Business Management) (W=10, CatA); Chemistry (W=10, CatA); Chinese History (W=5, CatA); Chinese Language (W=7, CatA); Chinese Literature (W=7, CatA); Combined Science: Biology + Chemistry (W=10, CatA); Combined Science: Biology + Physics (W=10, CatA); Combined Science: Physics + Chemistry (W=10, CatA); Design and Applied Technology (W=10, CatA); Economics (W=10, CatA); English Language (W=10, CatA); Ethics and Religious Studies (W=5, CatA); Geography (W=7, CatA); Health Management and Social Care (W=5, CatA); History (W=5, CatA); Information and Communication Technology (W=10, CatA); Integrated Science (W=7, CatA); Literature in English (W=7, CatA); Mathematics (W=10, CatA); Mathematics (Extended part - Algebra and Calculus) (W=10, CatA); Mathematics (Extended part - Calculus and Statistics) (W=10, CatA); Music (W=5, CatA); Physical Education (W=5, CatA); Physics (W=10, CatA); Technology and Living (Fashion, Clothing and Textiles) (W=5, CatA); Technology and Living (Food Science and Technology) (W=5, CatA); Tourism and Hospitality Studies (W=5, CatA); Visual Arts (W=5, CatA); AI and Robotics (W=10, CatC); Electrical and Energy Engineering (W=10, CatC); Internet of Everything Application (W=10, CatC); Mobile and Online Apps Development (W=10, CatC); Tech Basics (W=10, CatC); Adv Dip of French Lang Studies/Dip of French Lang Studies (W=5, CatC); Diploma of Spanish as a Foreign Language (W=5, CatC); French # (W=5, CatC); German # (W=5, CatC); Goethe-Certificate (W=5, CatC); Hindi # (W=5, CatC); Japanese # (W=5, CatC); Japanese-Language Proficiency Test (W=5, CatC); Spanish # (W=5, CatC); Test of Proficiency in Korean II (W=5, CatC); Urdu # (W=5, CatC)",3,3,2,A,,205.0,
